C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_34_587.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_34_587.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_34_587.jpg, 0, 0, 0, 0.02898693
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_34_699.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_34_699.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_34_699.jpg, 0, 0, 0, 0.02834876
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_34_799.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_34_799.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_34_799.jpg, 0, 0, 0, 0.01288229
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_34_901.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_34_901.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_34_901.jpg, 0, 0, 0, 0.006165319
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_36_498.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_36_498.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_36_498.jpg, 0, 0, 0, 0.00306259
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_36_598.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_36_598.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_36_598.jpg, 0, 0, 0, 0.004127419
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_36_701.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_36_701.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_36_701.jpg, 0, 0, 0, 0.002921389
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_36_801.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_36_801.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_36_801.jpg, 0, 0, 0, 0.004121838
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_36_904.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_36_904.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_36_904.jpg, 0, 0, 0, 0.003431872
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_005.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_005.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_005.jpg, 0, 0, 0, 0.003150444
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_109.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_109.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_109.jpg, 0, 0, 0, 0.004149637
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_210.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_210.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_210.jpg, 0, 0, 0, 0.003150036
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_315.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_315.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_315.jpg, 0, 0, 0, 0.004567408
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_415.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_415.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_415.jpg, 0, 0, 0, 0.004469613
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_519.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_519.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_519.jpg, 0, 0, 0, 0.001125269
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_623.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_623.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_623.jpg, 0, 0, 0, 0.003140276
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_727.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_727.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_727.jpg, 0, 0, 0, 0.00458503
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_37_828.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_37_828.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_37_828.jpg, 0, 0, 0, 0.004344163
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_57_455.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_57_455.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_57_455.jpg, 0, 0, 0, 7.821304E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_57_557.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_57_557.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_57_557.jpg, 0, 0, 0, 7.828988E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_57_663.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_57_663.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_57_663.jpg, 0, 0, 0, 7.840169E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_57_764.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_57_764.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_57_764.jpg, 0, 0, 0, 8.223872E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_57_865.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_57_865.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_57_865.jpg, 0, 0, 0, 7.807596E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_57_966.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_57_966.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_57_966.jpg, 0, 0, 0, 7.91577E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_58_068.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_58_068.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_58_068.jpg, 0, 0, 0, 8.110826E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_58_170.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_58_170.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_58_170.jpg, 0, 0, 0, 7.983431E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_58_271.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_58_271.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_58_271.jpg, 0, 0, 0, 7.894117E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_58_372.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_58_372.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_58_372.jpg, 0, 0, 0, 8.155865E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_58_483.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_58_483.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_58_483.jpg, 0, 0, 0, 7.953666E-05
C:\Users\MonsteR\Desktop\IMG\center_2020_12_02_05_03_58_583.jpg, C:\Users\MonsteR\Desktop\IMG\left_2020_12_02_05_03_58_583.jpg, C:\Users\MonsteR\Desktop\IMG\right_2020_12_02_05_03_58_583.jpg, 0, 0, 0, 7.861463E-05
